weapon,category,fire_mode,rate_rpm,cyclic_rpm,bolt_cycle_s,profile,profile_from_override,projectile,asset,envelope_m,power_1m,power_2m,power_3m,power_4m,ceiling,sway_add,rounds_to_cap_1m,per_second_1m,muzzle_ms,moa,mag,pen_mm,variants,icon_asset
AKS-74 + 1P29,Rifle,auto,652,652,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_AKS74_1P29,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.358,880,4.0,,5,1,aks74_1p29
AKS-74 + 1P29 + Tracer,Rifle,auto,652,652,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_AKS74_1P29_Tracer,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.358,880,4.0,,5,1,aks74_1p29
AKS-74 + 1P63,Rifle,auto,652,652,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_AKS74_1P63,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.358,880,4.0,,5,2,aks74_1p63
AKS-74 + 1P78,Rifle,auto,652,652,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_AKS74_1P78,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.358,880,4.0,,5,1,aks74m_1p78
AKS-74 + OKP-7,Rifle,auto,652,652,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_AKS74_OKP7,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.358,880,4.0,,5,2,aks74_okp7
AKS-74 + PGO7,Rifle,auto,652,652,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_AKS74_PGO7,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.358,880,4.0,,5,1,aks74_1p29
AKS-74 + PSO-1,Rifle,auto,652,652,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_AKS74_PSO-1_Pro,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.358,880,4.0,,5,1,aks74_PSO1
AKS-74M,Rifle,auto,652,652,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_AKS74M,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.358,880,4.0,,5,1,aks74m
AKS-74U,Rifle,auto,706,706,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_AKS74U,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.471,735,5.0,,5,4,aks74u
AKS-74U + Extended Mag,Rifle,auto,706,706,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_AKS74U_45Rnd,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.471,735,5.0,45,5,2,aks74u_45rnd
AKS-74U + OKP-7,Rifle,auto,706,706,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_AKS74U_OKP7,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.471,735,5.0,,5,1,aks74u_okp7
AKS-74U + Yoloson,Rifle,auto,706,706,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_AKS74U_Yoloson,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.471,735,5.0,,5,1,aks74u_Yoloson
AMD-65,Rifle,auto,600,600,,Projectile_SuppressionInfo_Rifle,yes,BP_Projectile_7_62mm,Rifles/BP_AMD65,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.25,715,4.0,,5,1,amd65
AR15,Rifle,semi,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_M16A2_Semi,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,3.0,,5,3,T_M16A2
AR15 + 3x20 Optic,Rifle,semi,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_M16A2_Optic_Semi,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,3.0,,5,1,T_M16A2_3x20
AR15 + M68,Rifle,semi,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_M4_Classic_M68_Semi,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,3.0,,5,1,M4_Classic_M68
AR15 Wormpool + M150 + Foregrip,Rifle,semi,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/M4_Wormpool/BP_M4_Wormpool_M150_Semi,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,8.0,,5,2,T_M4_Wormpool_M150_Foregrip
AR15 Wormpool + T800,Rifle,semi,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/M4_Wormpool/BP_M4_Wormpool_T800_Semi,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,3.0,,5,1,T_M4_Wormpool_T800
AUG,Rifle,semi,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_AUG,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,970,3.0,,5,3,F88
C7A2,Rifle,auto,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_C7A2_1mag,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,3.0,,5,2,c7a2_irons
C7A2 + C79A2,Rifle,auto,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_C7A2_C79A2,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,3.0,,5,2,c7a2_standard
C7A2 + C79A2 + Foregrip,Rifle,auto,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_C7A2_C79A2_Foregrip,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,3.0,,5,1,c7a2_c79a2_foregrip
C7A2 + C79A2 + Foregrip + Tracer,Rifle,auto,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_C7A2_C79A2_Foregrip_Tracer,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,3.0,,5,1,c7a2_c79a2_foregrip
C7A2 + C79A2 + Tracer,Rifle,auto,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_C7A2_C79A2_Tracer,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,3.0,,5,1,c7a2_standard
C7A2 + ET552,Rifle,auto,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_C7A2_ET552,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,3.0,,5,1,c7a2_eotech
C7A2 + ET552 + Foregrip,Rifle,auto,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_C7A2_ET552_Foregrip,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,3.0,,5,1,c7a2_eotech_foregrip
C7A2 + Foregrip,Rifle,auto,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_C7A2_Ironsights_Foregrip,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,3.0,,5,1,c7a2_irons_foregrip
C7A2 M203A1 + C79A2,Rifle,auto,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_C7A2_C79A2_M203A1,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,3.0,,5,1,C7A2_c79a2_m203a1
C7A2 M203A1 + ET,Rifle,auto,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_C7A2_ET552_M203A1,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,3.0,,5,1,C7A2_eotech_m203a1
C8A3,Rifle,auto,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_C8A3_Ironsights,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,3.0,,5,2,C8A3_Ironsight
C8A3 + C79A2,Rifle,auto,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_C8A3_C79A2,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,3.0,,5,2,C8A3C79A2
C8A3 + C79A2 + Foregrip,Rifle,auto,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_C8A3_C79A2_Foregrip,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,3.0,,5,1,C8A3C79A2_Foregrip
C8A3 + C79A2 + Foregrip + Tracer,Rifle,auto,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_C8A3_C79A2_Foregrip_Tracer,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,3.0,,5,1,C8A3C79A2_Foregrip
C8A3 + C79A2 + Tracer,Rifle,auto,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_C8A3_C79A2_Tracer,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,3.0,,5,1,C8A3C79A2
C8A3 + ET552,Rifle,auto,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_C8A3_ET552,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,3.0,,5,3,C8A3EoTech
C8A3 + ET552 + Foregrip,Rifle,auto,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_C8A3_ET552_Foregrip,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,3.0,,5,1,C8A3_Eotech_Foregrip
C8A3 + ET552 + Foregrip + Tracer,Rifle,auto,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_C8A3_ET552_Foregrip_Tracer,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,3.0,,5,1,C8A3_Eotech_Foregrip
C8A3 + ET552 + Tracer,Rifle,auto,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_C8A3_ET552_Tracer,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,3.0,,5,1,C8A3EoTech
C8A3 + Foregrip,Rifle,auto,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_C8A3_Ironsights_Foregrip,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,3.0,,5,1,C8A3_Ironsight_Foregrip
C8A3 + Irons + Foregrip + Tracer,Rifle,auto,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_C8A3_Ironsights_Foregrip_Tracer,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,3.0,,5,1,C8A3_Ironsight_Foregrip
C8A3 + Tracer,Rifle,auto,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_C8A3_Ironsights_Tracer_2mags,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,3.0,,5,1,C8A3_Ironsight
C8A3 M203A1 + C79A2,Rifle,auto,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_C8A3_C79A2_M203,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,3.0,,5,1,C8A3M203C79A2
C8A3 M203A1 + ET552,Rifle,auto,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_C8A3_ET552_M203,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,3.0,,5,1,C8A3M203EoTech
EF88,Rifle,semi,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_EF88_Ironsight_Foregrip,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,970,3.0,,5,4,T_EF88_IronSight
EF88 + ET552,Rifle,semi,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_EF88_ET552_Foregrip,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,970,3.0,,5,1,T_EF88_Eotech
EF88 + ET552 + Grippod,Rifle,semi,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_EF88_ET552_Grippod,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,970,3.0,,5,1,T_EF88_Eotech_Grippod
EF88 + ET552 + Grippod + Tracer,Rifle,semi,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_EF88_ET552_Grippod_Tracer,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,970,3.0,,5,1,T_EF88_Eotech_Grippod
EF88 + Grippod,Rifle,semi,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_EF88_Ironsight_Grippod,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,970,3.0,,5,1,T_EF88_IronSight_Grippod
EF88 + Grippod + Tracer,Rifle,semi,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_EF88_Ironsight_Grippod_Tracer,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,970,3.0,,5,1,T_EF88_IronSight_Grippod
EF88 + Specter,Rifle,semi,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_F88_Parent,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,970,3.0,,5,4,EF88
EF88 + Specter + Grippod,Rifle,semi,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_EF88_Specter_Grippod,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,970,3.0,,5,1,EF88_Grippod
EF88 + Specter + Grippod + Tracer,Rifle,semi,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_EF88_Specter_Grippod_Tracer,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,970,3.0,,5,1,EF88_Grippod
EF88 SL40 + Specter,Rifle,semi,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_EF88_Specter_SL40,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,970,3.0,,5,1,EF88_SL40
EF88C,Rifle,semi,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_EF88C_Parent,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,970,3.0,,5,2,T_EF88C_IronSight
EF88C + ET552,Rifle,semi,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_EF88C_ET552_Foregrip,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,970,3.0,,5,2,T_EF88C_Eotech
EF88C + Specter,Rifle,semi,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_EF88C_Specter_Foregrip,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,970,3.0,,5,1,T_EF88C_Specter
EF88C + Specter + Tracer,Rifle,semi,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_EF88C_Specter_Foregrip_2mags_Tracer,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,970,3.0,,5,1,T_EF88C_Specter
F88 + Tracer,Rifle,semi,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_F88_Tracer,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,970,3.0,,5,2,F88
Fajr 224,Rifle,semi,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_M4_Classic_Fajr,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,3.0,,5,1,M4_Classic
Generic Rifle,Rifle,auto,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_GenericRifle,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,3.0,,5,2,
KLF,Rifle,auto,600,600,,Projectile_SuppressionInfo_Rifle,yes,BP_Projectile_7_62mm,Rifles/BP_KLF,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.25,715,4.0,,5,1,akms
KLS,Rifle,auto,600,600,,Projectile_SuppressionInfo_Rifle,yes,BP_Projectile_7_62mm,Rifles/BP_KLS,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.25,715,4.0,,5,1,akm
L119A1 + ET552 + Foregrip,Rifle,auto,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_L119A1_ET552_Foregrip,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,3.0,,5,1,L119A1_Eotech_Foregrip
L22A2 + Foregrip,Rifle,auto,652,652,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_L22A2_Foregrip,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.358,940,2.0,,5,1,l22a2
L22A2 + SUSAT + Foregrip ,Rifle,auto,652,652,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_L22A2_SUSAT_Foregrip,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.358,940,2.0,,5,1,l22a2_susat
L85A2,Rifle,auto,652,652,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_L85A2,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.358,940,2.0,,5,7,l85a2
L85A2 + ACOG + Foregrip Bipod,Rifle,auto,652,652,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_L85A2_M150_Foregrip,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.358,940,2.0,,5,1,l85a2_acog_grippod
L85A2 + Grippod,Rifle,auto,652,652,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_L85A2_Grippod,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.358,940,2.0,,5,2,l85a2_grippod
L85A2 + Irons + Foregrip Bipod + Tracer,Rifle,auto,652,652,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_L85A2_Foregrip_Tracer,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.358,940,2.0,,5,2,l85a2_grippod
L85A2 + LDS,Rifle,auto,652,652,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_L85A2_LDS,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.358,940,2.0,,5,3,l85a2_elcanlds
L85A2 + LDS + Grippod,Rifle,auto,652,652,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_L85A2_LDS_Grippod,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.358,940,2.0,,5,2,l85a2_elcanlds_grippod
L85A2 + M150,Rifle,auto,652,652,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_L85A2_M150,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.358,940,2.0,,5,1,l85a2_acog
L85A2 + M150 + Foregrip Bipod + Tracer,Rifle,auto,652,652,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_L85A2_M150_Foregrip_Tracer,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.358,940,2.0,,5,1,l85a2_acog_grippod
L85A2 + SUSAT,Rifle,auto,652,652,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_L85A2_SUSAT,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.358,940,2.0,,5,5,l85a2_susat
L85A2 + SUSAT + Grippod,Rifle,auto,652,652,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_L85A2_SUSAT_Grippod,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.358,940,2.0,,5,3,l85a2_susat_grippod
L85A2 Classic + SUSAT,Rifle,auto,652,652,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_L85A2_Classic_SUSAT,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.358,940,2.0,,5,2,l85a2_susat_classic
L85A2 L123A2,Rifle,auto,652,652,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_L85A2AG36_Rifle,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.358,940,2.0,,5,2,l85a2ag36
L85A2 L123A2 + ACOG,Rifle,auto,652,652,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_L85A2AG36_M150_Rifle,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.358,940,2.0,,5,1,l85a2ag36_acog
L85A2 L123A2 + LDS,Rifle,auto,652,652,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_L85A2AG36_LDS_Rifle,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.358,940,2.0,,5,2,l85a2ag36_elcanlds
M1 Carbine,Rifle,semi,900,900,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/M1Carbine/BP_M1Carbine_Ironsights,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.875,607,,15,,1,T_M1Carbine
M16 Wormpool,Rifle,auto,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/M16_Wormpool/BP_M16_Wormpool_Parent,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,3.0,,5,1,M16A4
M16 Wormpool + EXPS + Foregrip,Rifle,auto,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/M16_Wormpool/BP_M16_Wormpool_EXPS,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,3.0,,5,1,T_M16_Wormpool_EXPS_Foregrip
M16 Wormpool + Foregrip,Rifle,auto,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/M16_Wormpool/BP_M16_Wormpool_Ironsights,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,3.0,,5,1,T_M16_Wormpool_Ironsights_Foregrip
M16 Wormpool + M150 + Foregrip,Rifle,auto,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/M16_Wormpool/BP_M16_Wormpool_M150,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,3.0,,5,1,T_M16_Wormpool_M150_Foregrip
M16 Wormpool + T800 + Foregrip,Rifle,auto,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/M16_Wormpool/BP_M16_Wormpool_T800,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,3.0,,5,1,T_M16_Wormpool_T800_Foregrip
M16A1,Rifle,auto,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_M16A1,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,3.0,,5,1,T_M16A1
M16A1 + 3x20 Optic,Rifle,auto,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_M16A1_Optic,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,3.0,,5,1,T_M16A1_3x20
M16A2,Rifle,semi,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_M16A2,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,3.0,,5,2,T_M16A2
M16A2 + 3x20 Optic,Rifle,semi,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_M16A2_Optic,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,3.0,,5,1,T_M16A2_3x20
M16A2 M203,Rifle,semi,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_M16A2M203_Rifle,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,3.0,,5,1,T_M16A2_M203
M16A2 M203 + 3x20 Optic,Rifle,semi,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_M16A2M203_Optic_Rifle,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,3.0,,5,1,T_M16A2_M203_3x20
M16A4 + Foregrip,Rifle,semi,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_M16A4_Foregrip,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,3.0,,5,1,M16A4_foregrip
M16A4 + Irons,Rifle,semi,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_M16A4,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,3.0,,5,3,M16A4
M16A4 + Irons + Vertical Grip + Tracer,Rifle,semi,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_M16A4_Foregrip_Tracer,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,3.0,,5,1,M16A4_foregrip
M16A4 + M150,Rifle,semi,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_M16A4_M150,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,3.0,,5,1,M16A4_acog
M16A4 + M150 + Foregrip,Rifle,semi,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_M16A4_M150_Foregrip,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,3.0,,5,1,M16A4_acog_foregrip
M16A4 + M150 + Vertical Grip + Tracer,Rifle,semi,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_M16A4_M150_Foregrip_Tracer,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,3.0,,5,1,M16A4_acog_foregrip
M16A4 M203,Rifle,semi,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_M16A4M203_Rifle,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,3.0,,5,1,m16a4_m203
M16A4 M203 + M150,Rifle,semi,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_M16A4M203_Rifle_M150,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,3.0,,5,1,m16a4_m203_acog
M27 IAR,Rifle,auto,833,833,,Projectile_SuppressionInfo_Rifle,yes,BP_Projectile,Rifles/BP_M27,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,3.0,,5,1,T_M27
M27 IAR + SDO,Rifle,auto,833,833,,Projectile_SuppressionInfo_Rifle,yes,BP_Projectile,Rifles/BP_M27_Optic,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,915,3.0,,5,2,T_M27_Optic
